Unnamed: 0,Authorization Group,Bus. Transac. Type,Calculate Tax,Cash Flow-Relevant Doc.,Cleared Item,Clearing Date,Clearing Entry Date,Clearing Fiscal Year,Country Key,Currency,Debit/Credit ind,Transaction Value,Document Is Back-Posted,Exchange rate,Fiscal Year.1,Fiscal Year.2,Posting period.1,Ref. Doc. Line Item
6386,60,RFAD,,False,Selected,2021-06-01,2021-06-14,2021.0,US,USD,S,12713.0,,,,2021,6,1
6387,60,RFAD,,False,Selected,2020-11-01,2020-11-16,2020.0,US,USD,H,-35618.88,,,,2020,10,22
6388,60,RFAD,,False,Selected,2020-07-01,2020-07-14,2020.0,US,USD,S,22600.0,,,,2020,7,39
6389,60,RFAD,,False,Selected,2020-09-01,2020-09-14,2020.0,US,USD,S,37248.69,,,,2020,9,36
6390,60,RFAD,,False,Selected,2020-11-01,2020-11-16,2020.0,US,USD,H,-31533.35,,,,2020,10,11
6391,60,RFAD,,False,Selected,2021-01-01,2021-01-14,2021.0,US,USD,H,-8937.36,,,,2020,12,15
6392,60,RFAD,,False,Selected,2020-11-01,2020-11-16,2020.0,US,USD,H,-8625.0,,,,2020,10,13
6393,60,RFAD,,False,Selected,2020-07-01,2020-07-14,2020.0,US,USD,H,-54593.7,,,,2020,6,11
6394,60,RFAD,,False,Selected,2020-12-01,2020-12-14,2020.0,US,USD,S,11505.0,,,,2020,12,5
6395,60,RFAD,,False,Selected,2020-09-01,2020-09-14,2020.0,US,USD,H,-25619.21,,,,2020,8,13
6396,60,RFAD,,False,Selected,2020-11-01,2020-11-16,2020.0,US,USD,H,-10414.53,,,,2020,10,9
6397,60,RFAD,,False,Selected,2020-09-01,2020-09-14,2020.0,US,USD,S,1748.4,,,,2020,9,23
6398,60,RFAD,,False,Selected,2020-06-01,2020-06-12,2020.0,US,USD,S,7684.1,,,,2020,6,18
6399,60,RFAD,,False,Selected,2020-10-01,2020-10-14,2020.0,US,USD,H,-1764.0,,,,2020,9,14
6400,60,RFAD,,False,Selected,2020-08-01,2020-08-14,2020.0,US,USD,S,3990.02,,,,2020,8,21
6401,60,RFAD,,False,Selected,2020-08-01,2020-08-14,2020.0,US,USD,S,59153.0,,,,2020,8,7
6402,60,RFAD,,False,Selected,2020-09-01,2020-09-14,2020.0,US,USD,S,21521.0,,,,2020,9,39
6403,60,RFAD,,False,Selected,2020-07-01,2020-07-14,2020.0,US,USD,S,78340.0,,,,2020,7,21
6404,60,RFAD,,False,Selected,2020-09-01,2020-09-14,2020.0,US,USD,H,-1645.42,,,,2020,8,12
6405,60,RFAD,,False,Selected,2020-07-01,2020-07-14,2020.0,US,USD,S,16039.05,,,,2020,7,12
6406,60,RFAD,,False,Selected,2020-07-01,2020-07-14,2020.0,US,USD,S,24568.0,,,,2020,7,20
6407,60,RFAD,,False,Selected,2020-11-01,2020-11-16,2020.0,US,USD,S,18326.0,,,,2020,11,8
6408,60,RFAD,,False,Selected,2020-10-01,2020-10-14,2020.0,US,USD,H,-9117.0,,,,2020,9,27
6409,60,RFAD,,False,Selected,2020-06-01,2020-06-12,2020.0,US,USD,S,10399.48,,,,2020,6,13
6410,60,RFAD,,False,Selected,2020-07-01,2020-07-14,2020.0,US,USD,S,11238.41,,,,2020,7,13
6411,60,RFAD,,False,Selected,2020-09-01,2020-09-14,2020.0,US,USD,S,24640.0,,,,2020,9,33
6412,60,RFAD,,False,Selected,2020-08-01,2020-08-14,2020.0,US,USD,H,-25544.56,,,,2020,7,17
6413,60,RFAD,,False,Selected,2020-07-01,2020-07-14,2020.0,US,USD,S,6870.0,,,,2020,7,46
6414,60,RFAD,,False,Selected,2020-11-01,2020-11-16,2020.0,US,USD,H,-1393.42,,,,2020,10,10
6415,60,RFAD,,False,Selected,2020-10-01,2020-10-14,2020.0,US,USD,S,91061.0,,,,2020,10,41
6416,60,RFAD,,False,Selected,2020-08-01,2020-08-14,2020.0,US,USD,S,37493.0,,,,2020,8,20
6417,60,RFAD,,False,Selected,2020-09-01,2020-09-14,2020.0,US,USD,S,7491.0,,,,2020,9,29
6418,60,RFAD,,False,Selected,2020-06-01,2020-06-12,2020.0,US,USD,H,-38135.0,,,,2020,5,26
6419,60,RFAD,,False,Selected,2020-07-01,2020-07-14,2020.0,US,USD,H,-57025.47,,,,2020,6,43
6420,60,RFAD,,False,Selected,2020-07-01,2020-07-14,2020.0,US,USD,H,-4227.0,,,,2020,6,16
6421,60,RFAD,,False,Selected,2020-12-01,2020-12-14,2020.0,US,USD,H,-17553.0,,,,2020,11,15
6422,60,RFAD,,False,Selected,2020-06-01,2020-06-12,2020.0,US,USD,H,-4088.0,,,,2020,5,36
6423,60,RFAD,,False,Selected,2020-06-01,2020-06-12,2020.0,US,USD,S,4053.0,,,,2020,6,27
6424,60,RFAD,,False,Selected,2020-07-01,2020-07-14,2020.0,US,USD,S,11381.35,,,,2020,7,23
6425,60,RFAD,,False,Selected,2020-06-01,2020-06-12,2020.0,US,USD,H,-54714.4,,,,2020,5,21
6426,60,RFAD,,False,Selected,2020-07-01,2020-07-14,2020.0,US,USD,S,29720.06,,,,2020,7,37
6427,60,RFAD,,False,Selected,2020-12-01,2020-12-14,2020.0,US,USD,S,7162.0,,,,2020,12,14
6428,60,RFAD,,False,Selected,2020-12-01,2020-12-14,2020.0,US,USD,S,59301.92,,,,2020,12,17
6429,60,RFAD,,False,Selected,2020-07-01,2020-07-14,2020.0,US,USD,S,77728.0,,,,2020,7,32
6430,60,RFAD,,False,Selected,2020-08-01,2020-08-14,2020.0,US,USD,H,-6634.16,,,,2020,7,18
6431,60,RFAD,,False,Selected,2020-06-01,2020-06-12,2020.0,US,USD,S,6405.0,,,,2020,6,43
6432,60,RFAD,,False,Selected,2020-06-01,2020-06-12,2020.0,US,USD,H,-21700.0,,,,2020,5,48
6433,60,RFAD,,False,Selected,2020-06-01,2020-06-12,2020.0,US,USD,S,6445.0,,,,2020,6,24
6434,60,RFAD,,False,Selected,2020-07-01,2020-07-14,2020.0,US,USD,S,1668.94,,,,2020,7,14
6435,60,RFAD,,False,Selected,2020-07-01,2020-07-14,2020.0,US,USD,H,-9766.47,,,,2020,6,24
6436,60,RFAD,,False,Selected,2020-10-01,2020-10-14,2020.0,US,USD,H,-4335.88,,,,2020,9,26
6437,60,RFAD,,False,Selected,2020-07-01,2020-07-14,2020.0,US,USD,S,22676.0,,,,2020,7,51
6438,60,RFAD,,False,Selected,2021-02-01,2021-02-12,2021.0,US,USD,H,-6475.0,,,,2021,1,28
6439,60,RFAD,,False,Selected,2021-01-01,2021-01-14,2021.0,US,USD,S,59332.67,,,,2021,1,18
6440,60,RFAD,,False,Selected,2021-02-01,2021-02-12,2021.0,US,USD,H,-56688.59,,,,2021,1,35
6441,60,RFAD,,False,Selected,2021-02-01,2021-02-12,2021.0,US,USD,S,36944.0,,,,2021,2,39
6442,60,RFAD,,False,Selected,2021-02-01,2021-02-12,2021.0,US,USD,S,35265.14,,,,2021,2,24
6443,60,RFAD,,False,Selected,2021-01-01,2021-01-14,2021.0,US,USD,S,47910.82,,,,2021,1,7
6444,60,RFAD,,False,Selected,2021-02-01,2021-02-12,2021.0,US,USD,H,-13892.24,,,,2021,1,36
6445,60,RFAD,,False,Selected,2020-06-01,2020-06-12,2020.0,US,USD,H,-880.28,,,,2020,5,19
6446,60,RFAD,,False,Selected,2020-10-01,2020-10-14,2020.0,US,USD,S,7769.69,,,,2020,10,29
6447,60,RFAD,,False,Selected,2020-06-01,2020-06-12,2020.0,US,USD,S,57261.07,,,,2020,6,21
6448,60,RFAD,,False,Selected,2020-07-01,2020-07-14,2020.0,US,USD,H,-1935.0,,,,2020,6,36
6449,60,RFAD,,False,Selected,2020-10-01,2020-10-14,2020.0,US,USD,S,11447.0,,,,2020,10,44
6450,60,RFAD,,False,Selected,2020-12-01,2020-12-14,2020.0,US,USD,S,35276.0,,,,2020,12,21
6451,60,RFAD,,False,Selected,2020-08-01,2020-08-14,2020.0,US,USD,H,-2819.23,,,,2020,7,19
6452,60,RFAD,,False,Selected,2020-10-01,2020-10-14,2020.0,US,USD,S,62201.17,,,,2020,10,32
6453,60,RFAD,,False,Selected,2020-07-01,2020-07-14,2020.0,US,USD,H,-58430.76,,,,2020,6,44
6454,60,RFAD,,False,Selected,2020-08-01,2020-08-14,2020.0,US,USD,S,2726.78,,,,2020,8,19
6455,60,RFAD,,False,Selected,2020-06-01,2020-06-12,2020.0,US,USD,H,-4223.87,,,,2020,5,16
6456,60,RFAD,,False,Selected,2020-10-01,2020-10-14,2020.0,US,USD,H,-14261.99,,,,2020,9,43
6457,60,RFAD,,False,Selected,2021-01-01,2021-01-14,2021.0,US,USD,H,-1094.0,,,,2020,12,10
6458,60,RFAD,,False,Selected,2020-10-01,2020-10-14,2020.0,US,USD,H,-12961.57,,,,2020,9,23
6459,60,RFAD,,False,Selected,2020-10-01,2020-10-14,2020.0,US,USD,S,24636.77,,,,2020,10,49
6460,60,RFAD,,False,Selected,2020-07-01,2020-07-14,2020.0,US,USD,H,-95580.0,,,,2020,6,10
6461,60,RFAD,,False,Selected,2020-07-01,2020-07-14,2020.0,US,USD,S,25304.0,,,,2020,7,45
6462,60,RFAD,,False,Selected,2020-08-01,2020-08-14,2020.0,US,USD,H,-56940.22,,,,2020,7,6
6463,60,RFAD,,False,Selected,2020-09-01,2020-09-14,2020.0,US,USD,S,6678.46,,,,2020,9,34
6464,60,RFAD,,False,Selected,2020-07-01,2020-07-14,2020.0,US,USD,H,-23674.13,,,,2020,6,42
6465,60,RFAD,,False,Selected,2021-01-01,2021-01-14,2021.0,US,USD,H,-13113.31,,,,2020,12,5
6466,60,RFAD,,False,Selected,2020-11-01,2020-11-16,2020.0,US,USD,H,-3968.0,,,,2020,10,23
6467,60,RFAD,,False,Selected,2020-10-01,2020-10-14,2020.0,US,USD,H,-8811.47,,,,2020,9,38
6468,60,RFAD,,False,Selected,2020-07-01,2020-07-14,2020.0,US,USD,S,6366.0,,,,2020,7,38
6469,60,RFAD,,False,Selected,2020-10-01,2020-10-14,2020.0,US,USD,H,-58163.0,,,,2020,9,21
6470,60,RFAD,,False,Selected,2020-10-01,2020-10-14,2020.0,US,USD,S,57770.16,,,,2020,10,31
6471,60,RFAD,,False,Selected,2020-12-01,2020-12-14,2020.0,US,USD,H,-88177.67,,,,2020,11,16
6472,60,RFAD,,False,Selected,2020-10-01,2020-10-14,2020.0,US,USD,H,-6846.17,,,,2020,9,34
6473,60,RFAD,,False,Selected,2020-10-01,2020-10-14,2020.0,US,USD,H,-17889.0,,,,2020,9,19
6474,60,RFAD,,False,Selected,2020-06-01,2020-06-12,2020.0,US,USD,S,2655.04,,,,2020,6,44
6475,60,RFAD,,False,Selected,2020-06-01,2020-06-12,2020.0,US,USD,S,180.9,,,,2020,6,37
6476,60,RFAD,,False,Selected,2020-12-01,2020-12-14,2020.0,US,USD,S,4308.31,,,,2020,12,22
6477,60,RFAD,,False,Selected,2020-08-01,2020-08-14,2020.0,US,USD,S,22999.5,,,,2020,8,13
6478,60,RFAD,,False,Selected,2020-11-01,2020-11-16,2020.0,US,USD,H,-13963.06,,,,2020,10,5
6479,60,RFAD,,False,Selected,2020-10-01,2020-10-14,2020.0,US,USD,S,1593.0,,,,2020,10,45
6480,60,RFAD,,False,Selected,2020-10-01,2020-10-14,2020.0,US,USD,H,-12087.91,,,,2020,9,44
6481,60,RFAD,,False,Selected,2020-10-01,2020-10-14,2020.0,US,USD,H,-8497.3,,,,2020,9,48
6482,60,RFAD,,False,Selected,2020-11-01,2020-11-16,2020.0,US,USD,S,23226.91,,,,2020,11,25
6483,60,RFAD,,False,Selected,2020-10-01,2020-10-14,2020.0,US,USD,S,22371.0,,,,2020,10,30
6484,60,RFAD,,False,Selected,2020-09-01,2020-09-14,2020.0,US,USD,S,1739.09,,,,2020,9,12
6485,60,RFAD,,False,Selected,2020-12-01,2020-12-14,2020.0,US,USD,S,11755.81,,,,2020,12,19
6486,60,RFAD,,False,Selected,2020-09-01,2020-09-14,2020.0,US,USD,S,550.0,,,,2020,9,16
6487,60,RFAD,,False,Selected,2021-01-01,2021-01-14,2021.0,US,USD,H,-6134.54,,,,2020,12,26
6488,60,RFAD,,False,Selected,2020-06-01,2020-06-12,2020.0,US,USD,S,7211.0,,,,2020,6,33
6489,60,RFAD,,False,Selected,2020-08-01,2020-08-14,2020.0,US,USD,S,25270.84,,,,2020,8,8
6490,60,RFAD,,False,Selected,2021-01-01,2021-01-14,2021.0,US,USD,H,-49172.0,,,,2020,12,7
6491,60,RFAD,,False,Selected,2020-09-01,2020-09-14,2020.0,US,USD,H,-4280.07,,,,2020,8,37
6492,60,RFAD,,False,Selected,2020-10-01,2020-10-14,2020.0,US,USD,S,32342.41,,,,2020,10,25
6493,60,RFAD,,False,Selected,2020-10-01,2020-10-14,2020.0,US,USD,H,-1708.0,,,,2020,9,24
6494,60,RFAD,,False,Selected,2020-06-01,2020-06-12,2020.0,US,USD,S,1928.49,,,,2020,6,14
6495,60,RFAD,,False,Selected,2020-06-01,2020-06-12,2020.0,US,USD,S,23287.85,,,,2020,6,42
6496,60,RFAD,,False,Selected,2020-09-01,2020-09-14,2020.0,US,USD,S,83786.98,,,,2020,9,8
6497,60,RFAD,,False,Selected,2020-07-01,2020-07-14,2020.0,US,USD,S,48922.9,,,,2020,7,33
6498,60,RFAD,,False,Selected,2020-12-01,2020-12-14,2020.0,US,USD,S,1214.53,,,,2020,12,10
6499,60,RFAD,,False,Selected,2020-07-01,2020-07-14,2020.0,US,USD,S,4157.0,,,,2020,7,16
6500,60,RFAD,,False,Selected,2020-11-01,2020-11-16,2020.0,US,USD,S,1362.26,,,,2020,11,10
6501,60,RFAD,,False,Selected,2020-08-01,2020-08-14,2020.0,US,USD,H,-60352.92,,,,2020,7,16
6502,60,RFAD,,False,Selected,2020-09-01,2020-09-14,2020.0,US,USD,S,22813.0,,,,2020,9,30
6503,60,RFAD,,False,Selected,2020-08-01,2020-08-14,2020.0,US,USD,H,-4263.0,,,,2020,7,12
6504,60,RFAD,,False,Selected,2020-09-01,2020-09-14,2020.0,US,USD,S,12977.0,,,,2020,9,22
6505,60,RFAD,,False,Selected,2020-08-01,2020-08-14,2020.0,US,USD,S,60917.0,,,,2020,8,16
6506,60,RFAD,,False,Selected,2020-06-01,2020-06-12,2020.0,US,USD,S,22563.98,,,,2020,6,38
6507,60,RFAD,,False,Selected,2020-07-01,2020-07-14,2020.0,US,USD,H,-6761.0,,,,2020,6,46
6508,60,RFAD,,False,Selected,2020-11-01,2020-11-16,2020.0,US,USD,H,-23681.0,,,,2020,10,25
6509,60,RFAD,,False,Selected,2020-09-01,2020-09-14,2020.0,US,USD,H,-59338.67,,,,2020,8,31
6510,60,RFAD,,False,Selected,2020-06-01,2020-06-12,2020.0,US,USD,H,-7239.29,,,,2020,5,18
6511,60,RFAD,,False,Selected,2020-09-01,2020-09-14,2020.0,US,USD,H,-50088.0,,,,2020,8,9
6512,60,RFAD,,False,Selected,2020-10-01,2020-10-14,2020.0,US,USD,S,4280.0,,,,2020,10,16
6513,60,RFAD,,False,Selected,2020-10-01,2020-10-14,2020.0,US,USD,H,-17765.0,,,,2020,9,40
6514,60,RFAD,,False,Selected,2020-07-01,2020-07-14,2020.0,US,USD,S,2730.0,,,,2020,7,47
6515,60,RFAD,,False,Selected,2020-09-01,2020-09-14,2020.0,US,USD,S,8841.0,,,,2020,9,38
6516,60,RFAD,,False,Selected,2020-11-01,2020-11-16,2020.0,US,USD,S,9006.0,,,,2020,11,24
6517,60,RFAD,,False,Selected,2021-01-01,2021-01-14,2021.0,US,USD,H,-1539.82,,,,2020,12,21
6518,60,RFAD,,False,Selected,2020-08-01,2020-08-14,2020.0,US,USD,H,-24428.0,,,,2020,7,8
6519,60,RFAD,,False,Selected,2020-12-01,2020-12-14,2020.0,US,USD,S,69841.3,,,,2020,12,6
6520,60,RFAD,,False,Selected,2020-10-01,2020-10-14,2020.0,US,USD,H,-4002.46,,,,2020,9,37
6521,60,RFAD,,False,Selected,2020-07-01,2020-07-14,2020.0,US,USD,S,14052.0,,,,2020,7,9
6522,60,RFAD,,False,Selected,2020-12-01,2020-12-14,2020.0,US,USD,S,6141.97,,,,2020,12,28
6523,60,RFAD,,False,Selected,2020-06-01,2020-06-12,2020.0,US,USD,H,-60226.85,,,,2020,5,22
6524,60,RFAD,,False,Selected,2020-06-01,2020-06-12,2020.0,US,USD,S,62978.46,,,,2020,6,41
6525,60,RFAD,,False,Selected,2020-10-01,2020-10-14,2020.0,US,USD,H,-34442.69,,,,2020,9,46
6526,60,RFAD,,False,Selected,2020-12-01,2020-12-14,2020.0,US,USD,H,-36219.2,,,,2020,11,21
6527,60,RFAD,,False,Selected,2020-10-01,2020-10-14,2020.0,US,USD,H,-50216.0,,,,2020,9,11
6528,60,RFAD,,False,Selected,2020-10-01,2020-10-14,2020.0,US,USD,S,13660.72,,,,2020,10,43
6529,60,RFAD,,False,Selected,2021-01-01,2021-01-14,2021.0,US,USD,H,-4129.0,,,,2020,12,23
6530,60,RFAD,,False,Selected,2020-09-01,2020-09-14,2020.0,US,USD,H,-13994.46,,,,2020,8,7
6531,60,RFAD,,False,Selected,2020-10-01,2020-10-14,2020.0,US,USD,H,-38079.0,,,,2020,9,36
6532,60,RFAD,,False,Selected,2020-07-01,2020-07-14,2020.0,US,USD,S,12600.0,,,,2020,7,34
6533,60,RFAD,,False,Selected,2020-09-01,2020-09-14,2020.0,US,USD,S,47918.0,,,,2020,9,9
6534,60,RFAD,,False,Selected,2020-11-01,2020-11-16,2020.0,US,USD,H,-11573.0,,,,2020,10,20
6535,60,RFAD,,False,Selected,2020-08-01,2020-08-14,2020.0,US,USD,H,-55701.0,,,,2020,7,15
6536,60,RFAD,,False,Selected,2020-09-01,2020-09-14,2020.0,US,USD,H,-37980.0,,,,2020,8,36
6537,60,RFAD,,False,Selected,2020-07-01,2020-07-14,2020.0,US,USD,H,-20955.0,,,,2020,6,17
6538,60,RFAD,,False,Selected,2020-12-01,2020-12-14,2020.0,US,USD,S,14021.83,,,,2020,12,18
6539,60,RFAD,,False,Selected,2020-09-01,2020-09-14,2020.0,US,USD,S,97697.77,,,,2020,9,19
6540,60,RFAD,,False,Selected,2020-06-01,2020-06-12,2020.0,US,USD,H,-77532.0,,,,2020,5,10
6541,60,RFAD,,False,Selected,2020-10-01,2020-10-14,2020.0,US,USD,H,-31798.47,,,,2020,9,25
6542,60,RFAD,,False,Selected,2020-11-01,2020-11-16,2020.0,US,USD,S,11811.25,,,,2020,11,20
6543,60,RFAD,,False,Selected,2020-07-01,2020-07-14,2020.0,US,USD,S,7162.64,,,,2020,7,18
6544,60,RFAD,,False,Selected,2020-07-01,2020-07-14,2020.0,US,USD,H,-75406.0,,,,2020,6,32
6545,60,RFAD,,False,Selected,2020-12-01,2020-12-14,2020.0,US,USD,S,7682.38,,,,2020,12,25
6546,60,RFAD,,False,Selected,2020-07-01,2020-07-14,2020.0,US,USD,S,7731.29,,,,2020,7,40
6547,60,RFAD,,False,Selected,2020-06-01,2020-06-12,2020.0,US,USD,S,209.0,,,,2020,6,47
6548,60,RFAD,,False,Selected,2020-09-01,2020-09-14,2020.0,US,USD,S,10580.15,,,,2020,9,10
6549,60,RFAD,,False,Selected,2020-10-01,2020-10-14,2020.0,US,USD,H,-2643.8,,,,2020,9,35
6550,60,RFAD,,False,Selected,2020-06-01,2020-06-12,2020.0,US,USD,H,-71839.49,,,,2020,5,30
6551,60,RFAD,,False,Selected,2020-06-01,2020-06-12,2020.0,US,USD,S,51084.04,,,,2020,6,11
6552,60,RFAD,,False,Selected,2020-09-01,2020-09-14,2020.0,US,USD,H,-8735.0,,,,2020,8,26
6553,60,RFAD,,False,Selected,2020-10-01,2020-10-14,2020.0,US,USD,S,60242.0,,,,2020,10,21
6554,60,RFAD,,False,Selected,2020-07-01,2020-07-14,2020.0,US,USD,H,-1266.9,,,,2020,6,41
6555,60,RFAD,,False,Selected,2020-08-01,2020-08-14,2020.0,US,USD,H,-21294.16,,,,2020,7,23
6556,60,RFAD,,False,Selected,2020-10-01,2020-10-14,2020.0,US,USD,H,-103203.8,,,,2020,9,20
6557,60,RFAD,,False,Selected,2020-09-01,2020-09-14,2020.0,US,USD,S,21897.29,,,,2020,9,21
6558,60,RFAD,,False,Selected,2020-07-01,2020-07-14,2020.0,US,USD,H,-25526.37,,,,2020,6,20
6559,60,RFAD,,False,Selected,2020-06-01,2020-06-12,2020.0,US,USD,H,-22613.16,,,,2020,5,23
6560,60,RFAD,,False,Selected,2020-10-01,2020-10-14,2020.0,US,USD,H,-26389.0,,,,2020,9,28
6561,60,RFAD,,False,Selected,2020-12-01,2020-12-14,2020.0,US,USD,H,-8447.0,,,,2020,11,9
6562,60,RFAD,,False,Selected,2020-09-01,2020-09-14,2020.0,US,USD,H,-18017.0,,,,2020,8,18
6563,60,RFAD,,False,Selected,2020-06-01,2020-06-12,2020.0,US,USD,H,-21011.15,,,,2020,5,28
6564,60,RFAD,,False,Selected,2020-12-01,2020-12-14,2020.0,US,USD,S,19194.0,,,,2020,12,13
6565,60,RFAD,,False,Selected,2020-10-01,2020-10-14,2020.0,US,USD,H,-14419.87,,,,2020,9,9
6566,60,RFAD,,False,Selected,2021-01-01,2021-01-14,2021.0,US,USD,H,-13050.12,,,,2020,12,8
6567,60,RFAD,,False,Selected,2021-02-01,2021-02-12,2021.0,US,USD,S,61044.0,,,,2021,2,35
6568,60,RFAD,,False,Selected,2021-02-01,2021-02-12,2021.0,US,USD,S,13960.37,,,,2021,2,36
6569,60,RFAD,,False,Selected,2021-02-01,2021-02-12,2021.0,US,USD,H,-23580.11,,,,2021,1,15
6570,60,RFAD,,False,Selected,2021-02-01,2021-02-12,2021.0,US,USD,H,-33774.33,,,,2021,1,24
6571,60,RFAD,,False,Selected,2021-01-01,2021-01-14,2021.0,US,USD,S,13577.25,,,,2021,1,8
6572,60,RFAD,,False,Selected,2021-05-01,2021-05-14,2021.0,US,USD,H,-19493.54,,,,2021,4,1
6573,60,RFAD,,False,Selected,2021-02-01,2021-02-12,2021.0,US,USD,H,-13906.64,,,,2021,1,21
6574,60,RFAD,,False,Selected,2021-02-01,2021-02-12,2021.0,US,USD,S,6324.0,,,,2021,2,29
6575,60,RFAD,,False,Selected,2021-07-01,2021-07-14,2021.0,US,USD,H,-280773.0,,,,2021,6,3
6576,60,RFAD,,False,Selected,2021-02-01,2021-02-12,2021.0,US,USD,H,-88658.9,,,,2021,1,19
6577,60,RFAD,,False,Selected,2021-02-01,2021-02-12,2021.0,US,USD,S,7512.37,,,,2021,2,27
6578,60,RFAD,,False,Selected,2021-02-01,2021-02-12,2021.0,US,USD,S,47994.0,,,,2021,2,9
6579,60,RFAD,,False,Selected,2021-02-01,2021-02-12,2021.0,US,USD,S,12358.7,,,,2021,2,7
6580,60,RFAD,,False,Selected,2021-05-01,2021-05-14,2021.0,US,USD,S,610988.84,,,,2021,5,5
6581,60,RFAD,,False,Selected,2021-01-01,2021-01-14,2021.0,US,USD,S,1047.58,,,,2021,1,10
6582,60,RFAD,,False,Selected,2021-02-01,2021-02-12,2021.0,US,USD,S,8845.0,,,,2021,2,32
6583,60,RFAD,,False,Selected,2020-06-01,2020-06-12,2020.0,US,USD,S,60523.75,,,,2020,6,40
6584,60,RFAD,,False,Selected,2020-11-01,2020-11-16,2020.0,US,USD,S,7856.94,,,,2020,11,15
6585,60,RFAD,,False,Selected,2020-10-01,2020-10-14,2020.0,US,USD,H,-56995.0,,,,2020,9,42
6586,60,RFAD,,False,Selected,2020-10-01,2020-10-14,2020.0,US,USD,H,-22868.0,,,,2020,9,30
6587,60,RFAD,,False,Selected,2020-07-01,2020-07-14,2020.0,US,USD,H,-8643.81,,,,2020,6,35
6588,60,RFAD,,False,Selected,2020-12-01,2020-12-14,2020.0,US,USD,S,26458.16,,,,2020,12,11
6589,60,RFAD,,False,Selected,2020-11-01,2020-11-16,2020.0,US,USD,H,-7197.06,,,,2020,10,26
6590,60,RFAD,,False,Selected,2020-09-01,2020-09-14,2020.0,US,USD,H,-22344.66,,,,2020,8,39
6591,60,RFAD,,False,Selected,2020-06-01,2020-06-12,2020.0,US,USD,H,-25771.0,,,,2020,5,29
6592,60,RFAD,,False,Selected,2020-07-01,2020-07-14,2020.0,US,USD,H,-6053.0,,,,2020,6,38
6593,60,RFAD,,False,Selected,2021-01-01,2021-01-14,2021.0,US,USD,H,-14266.49,,,,2020,12,19
6594,60,RFAD,,False,Selected,2020-06-01,2020-06-12,2020.0,US,USD,S,23503.23,,,,2020,6,17
6595,60,RFAD,,False,Selected,2020-06-01,2020-06-12,2020.0,US,USD,S,60611.0,,,,2020,6,22
6596,60,RFAD,,False,Selected,2020-07-01,2020-07-14,2020.0,US,USD,S,4180.09,,,,2020,7,27
6597,60,RFAD,,False,Selected,2020-09-01,2020-09-14,2020.0,US,USD,H,-61441.91,,,,2020,8,32
6598,60,RFAD,,False,Selected,2020-09-01,2020-09-14,2020.0,US,USD,H,-23805.1,,,,2020,8,33
6599,60,RFAD,,False,Selected,2020-10-01,2020-10-14,2020.0,US,USD,S,24341.0,,,,2020,10,39
6600,60,RFAD,,False,Selected,2020-12-01,2020-12-14,2020.0,US,USD,H,-6273.68,,,,2020,11,28
6601,60,RFAD,,False,Selected,2021-02-01,2021-02-12,2021.0,US,USD,S,6098.0,,,,2021,2,30
6602,60,RFAD,,False,Selected,2021-02-01,2021-02-12,2021.0,US,USD,H,-36040.24,,,,2021,1,39
6603,60,RFAD,,False,Selected,2021-02-01,2021-02-12,2021.0,US,USD,H,-4257.0,,,,2021,1,40
6604,60,RFAD,,False,Selected,2021-02-01,2021-02-12,2021.0,US,USD,H,-17476.59,,,,2021,1,33
6605,60,RFAD,,False,Selected,2021-01-01,2021-01-14,2021.0,US,USD,S,6027.0,,,,2021,1,28
6606,60,RFAD,,False,Selected,2021-02-01,2021-02-12,2021.0,US,USD,H,-14054.83,,,,2021,1,10
6607,60,RFAD,,False,Selected,2021-02-01,2021-02-12,2021.0,US,USD,S,22434.19,,,,2021,2,15
6608,60,RFAD,,False,Selected,2021-02-01,2021-02-12,2021.0,US,USD,H,-11881.14,,,,2021,1,37
6609,60,RFAD,,False,Selected,2021-02-01,2021-02-12,2021.0,US,USD,H,-1564.0,,,,2021,1,38
6610,60,RFAD,,False,Selected,2021-02-01,2021-02-12,2021.0,US,USD,S,1512.0,,,,2021,2,38
6611,60,RFAD,,False,Selected,2021-01-01,2021-01-14,2021.0,US,USD,S,3989.3,,,,2021,1,12
6612,60,RFAD,,False,Selected,2021-01-01,2021-01-14,2021.0,US,USD,S,1535.0,,,,2021,1,21
6613,60,RFAD,,False,Selected,2021-02-01,2021-02-12,2021.0,US,USD,S,88504.18,,,,2021,2,8
6614,60,RFAD,,False,Selected,2021-02-01,2021-02-12,2021.0,US,USD,H,-6174.46,,,,2021,1,29
6615,60,RFAD,,False,Selected,2021-02-01,2021-02-12,2021.0,US,USD,S,59377.0,,,,2021,2,20
6616,60,RFAD,,False,Selected,2021-06-01,2021-06-14,2021.0,US,USD,H,-556222.0,,,,2021,5,5
6617,60,RFAD,,False,Selected,2021-01-01,2021-01-14,2021.0,US,USD,S,21866.0,,,,2021,1,24
6618,60,RFAD,,False,Selected,2021-06-01,2021-06-14,2021.0,US,USD,S,533220.38,,,,2021,6,5
6619,60,RFAD,,False,Selected,2021-07-01,2021-07-14,2021.0,US,USD,H,-6258.0,,,,2021,6,1
6620,60,RFAD,,False,Selected,2021-01-01,2021-01-14,2021.0,US,USD,S,8671.37,,,,2021,1,9
6621,60,RFAD,,False,Selected,2021-02-01,2021-02-12,2021.0,US,USD,S,1116.1,,,,2021,2,12
