Unnamed: 0,Authorization Group,Bus. Transac. Type,Calculate Tax,Cash Flow-Relevant Doc.,Cleared Item,Clearing Date,Clearing Entry Date,Clearing Fiscal Year,Country Key,Currency,Debit/Credit ind,Transaction Value,Document Is Back-Posted,Exchange rate,Fiscal Year.1,Fiscal Year.2,Posting period.1,Ref. Doc. Line Item
3573,60,RFAD,,False,Selected,2020-05-01,2020-05-14,2020.0,US,USD,H,-188659.82,,,,2020,4,2
3574,60,RFAD,,False,Selected,2020-09-01,2020-09-14,2020.0,US,USD,S,52227.75,,,,2020,9,2
3575,60,RFAD,,False,Selected,2020-03-01,2020-03-16,2020.0,US,USD,H,-108674.25,,,,2020,2,2
3576,60,RFAD,,False,Selected,2020-09-01,2020-09-14,2020.0,US,USD,S,62671.0,,,,2020,9,4
3577,60,RFAD,,False,Selected,2020-08-01,2020-08-14,2020.0,US,USD,H,-681193.96,,,,2020,7,2
3578,60,RFAD,,False,Selected,2020-07-01,2020-07-14,2020.0,US,USD,H,-155989.98,,,,2020,6,2
3579,60,RFAD,,False,Selected,2020-08-01,2020-08-14,2020.0,US,USD,S,1714671.83,,,,2020,8,4
3580,60,RFAD,,False,Selected,2020-11-01,2020-11-16,2020.0,US,USD,S,656487.0,,,,2020,11,2
3581,60,RFAD,,False,Selected,2020-09-01,2020-09-14,2020.0,US,USD,S,1951.0,,,,2020,9,14
3582,60,RFAD,,False,Selected,2020-02-01,2020-02-14,2020.0,US,USD,S,146968.46,,,,2020,2,2
3583,60,RFAD,,False,Selected,2021-01-01,2021-01-14,2021.0,US,USD,H,-15283.06,,,,2020,12,2
3584,60,RFAD,,False,Selected,2020-10-01,2020-10-14,2020.0,US,USD,H,-6527.0,,,,2020,9,6
3585,60,RFAD,,False,Selected,2020-02-01,2020-02-14,2020.0,US,USD,S,51298.63,,,,2020,2,8
3586,60,RFAD,,False,Selected,2020-02-10,2020-02-14,2020.0,US,USD,H,-162540.58,,,,2020,1,2
3587,60,RFAD,,False,Selected,2020-08-01,2020-08-14,2020.0,US,USD,S,9932.64,,,,2020,8,10
3588,60,RFAD,,False,Selected,2020-09-01,2020-09-14,2020.0,US,USD,H,-15171.02,,,,2020,8,6
3589,60,RFBU,,False,Not Selected,,,,US,USD,H,-2939867.33,,,,2020,4,135
3590,60,RFAD,,False,Selected,2020-09-01,2020-09-14,2020.0,US,USD,H,-264161.3,,,,2020,8,4
3591,60,RFAD,,False,Selected,2020-04-01,2020-04-14,2020.0,US,USD,S,19945.0,,,,2020,4,2
3592,60,RFAD,,False,Selected,2020-09-01,2020-09-14,2020.0,US,USD,S,9512.0,,,,2020,9,12
3593,40,RFBU,,False,Not Selected,,,,US,USD,S,260730.0,,,,2020,5,15
3594,60,RFAD,,False,Selected,2020-08-01,2020-08-14,2020.0,US,USD,H,-1694649.0,,,,2020,7,4
3595,40,RFBU,,False,Not Selected,,,,US,USD,S,44891.0,,,,2020,4,2
3596,60,RFAD,,False,Selected,2020-12-01,2020-12-14,2020.0,US,USD,H,-900.0,,,,2020,11,4
3597,60,RFAD,,False,Selected,2021-01-01,2021-01-14,2021.0,US,USD,H,-81939.4,,,,2020,12,4
3598,60,RFAD,,False,Selected,2020-08-01,2020-08-14,2020.0,US,USD,H,-6216.29,,,,2020,7,4
3599,60,RFAD,,False,Selected,2020-06-01,2020-06-12,2020.0,US,USD,H,-168600.0,,,,2020,5,4
3600,60,RFAD,,False,Selected,2020-07-01,2020-07-14,2020.0,US,USD,H,-58881.39,,,,2020,6,2
3601,60,RFAD,,False,Selected,2020-08-05,2020-08-14,2020.0,US,USD,S,1655297.73,,,,2020,8,6
3602,60,RFAD,,False,Selected,2020-05-01,2020-05-14,2020.0,US,USD,S,6552.0,,,,2020,5,2
3603,60,RFAD,,False,Selected,2020-08-01,2020-08-14,2020.0,US,USD,S,20599.05,,,,2020,8,2
3604,60,RFAD,,False,Selected,2020-07-01,2020-07-14,2020.0,US,USD,H,-161300.0,,,,2020,6,4
3605,60,RFAD,,False,Selected,2020-12-01,2020-12-14,2020.0,US,USD,S,267158.8,,,,2020,12,4
3606,60,RFAD,,False,Selected,2020-01-01,2019-12-23,2020.0,US,USD,S,81137.49,,,,2020,1,16
3607,60,RFAD,,False,Selected,2021-01-01,2021-01-14,2021.0,US,USD,H,-394239.0,,,,2020,12,4
3608,60,RFAD,,False,Selected,2020-11-01,2020-11-16,2020.0,US,USD,H,-662701.0,,,,2020,10,2
3609,60,RFAD,,False,Selected,2020-05-01,2020-05-14,2020.0,US,USD,S,20741.0,,,,2020,5,2
3610,60,RFAD,,False,Selected,2020-11-01,2020-11-16,2020.0,US,USD,H,-66449.28,,,,2020,10,4
3611,60,RFAD,,False,Selected,2020-11-01,2020-11-16,2020.0,US,USD,H,-10309.59,,,,2020,10,2
3612,60,RFAD,,False,Selected,2020-05-01,2020-05-14,2020.0,US,USD,H,-10359.18,,,,2020,4,6
3613,60,RFAD,,False,Selected,2021-01-01,2021-01-14,2021.0,US,USD,H,-128035.14,,,,2020,12,23
3614,60,RFAD,,False,Selected,2020-07-01,2020-07-14,2020.0,US,USD,H,-70342.7,,,,2020,6,4
3615,60,RFAD,,False,Selected,2020-09-01,2020-09-14,2020.0,US,USD,H,-20052.85,,,,2020,8,2
3616,60,RFAD,,False,Selected,2020-12-01,2020-12-14,2020.0,US,USD,H,-91174.89,,,,2020,11,8
3617,60,RFAD,,False,Selected,2020-04-01,2020-04-14,2020.0,US,USD,H,-138582.49,,,,2020,3,2
3618,60,RFAD,,False,Selected,2020-03-01,2020-03-16,2020.0,US,USD,S,105114.42,,,,2020,3,2
3619,60,RFAD,,False,Selected,2020-10-01,2020-10-14,2020.0,US,USD,H,-21788.0,,,,2020,9,2
3620,60,RFAD,,False,Selected,2020-09-01,2020-09-14,2020.0,US,USD,H,-56924.0,,,,2020,8,6
3621,60,RFAD,,False,Selected,2020-09-01,2020-09-14,2020.0,US,USD,H,-4948.0,,,,2020,8,4
3622,60,RFAD,,False,Selected,2020-01-01,2019-12-23,2020.0,US,USD,S,212061.56,,,,2020,1,2
3623,60,RFAD,,False,Selected,2020-12-01,2020-12-14,2020.0,US,USD,S,1042571.41,,,,2020,12,6
3624,60,RFAD,,False,Selected,2020-06-01,2020-06-12,2020.0,US,USD,H,-52766.0,,,,2020,5,2
3625,60,RFAD,,False,Selected,2020-02-10,2020-02-14,2020.0,US,USD,S,155914.0,,,,2020,2,2
3626,60,RFAD,,False,Selected,2020-05-01,2020-05-14,2020.0,US,USD,S,522562.0,,,,2020,5,2
3627,60,RFAD,,False,Selected,2021-01-01,2021-01-14,2021.0,US,USD,H,-13229.49,,,,2020,12,12
3628,60,RFAD,,False,Selected,2020-06-01,2020-06-12,2020.0,US,USD,H,-21324.0,,,,2020,5,2
3629,60,RFAD,,False,Selected,2020-07-01,2020-07-14,2020.0,US,USD,H,-55087.0,,,,2020,6,6
3630,60,RFAD,,False,Selected,2020-10-01,2020-10-14,2020.0,US,USD,S,21411.96,,,,2020,10,2
3631,60,RFAD,,False,Selected,2020-09-01,2020-09-14,2020.0,US,USD,H,-164675.0,,,,2020,8,6
3632,60,RFAD,,False,Selected,2020-05-01,2020-05-14,2020.0,US,USD,S,78952.93,,,,2020,5,4
3633,60,RFAD,,False,Selected,2020-10-01,2020-10-14,2020.0,US,USD,H,-859.67,,,,2020,9,10
3634,60,RFAD,,False,Selected,2020-08-01,2020-08-14,2020.0,US,USD,S,131647.5,,,,2020,8,8
3635,60,RFAD,,False,Selected,2020-08-01,2020-08-14,2020.0,US,USD,H,-20823.38,,,,2020,7,8
3636,60,RFAD,,False,Selected,2020-09-01,2020-09-14,2020.0,US,USD,S,6455.33,,,,2020,9,2
3637,60,RFAD,,False,Selected,2020-03-01,2020-03-16,2020.0,US,USD,S,570429.22,,,,2020,3,2
3638,60,RFAD,,False,Selected,2020-07-05,2020-07-14,2020.0,US,USD,H,-63320.0,,,,2020,6,8
3639,60,RFAD,,False,Selected,2020-02-01,2020-02-14,2020.0,US,USD,H,-31395.71,,,,2020,1,10
3640,60,RFAD,,False,Selected,2020-06-01,2020-06-12,2020.0,US,USD,H,-77900.93,,,,2020,5,4
3641,40,RFBU,,False,Not Selected,,,,US,USD,S,412048.19,,,,2020,5,2
3642,60,RFAD,,False,Selected,2020-03-01,2020-03-16,2020.0,US,USD,H,-21035.0,,,,2020,2,4
3643,60,RFAD,,False,Selected,2020-07-01,2020-07-14,2020.0,US,USD,H,-1257944.0,,,,2020,6,6
3644,40,RFBU,,False,Not Selected,,,,US,USD,S,41639.0,,,,2020,1,2
3645,60,RFAD,,False,Selected,2020-11-01,2020-11-16,2020.0,US,USD,H,-42357.38,,,,2020,10,2
3646,60,RFAD,,False,Selected,2020-05-01,2020-05-14,2020.0,US,USD,S,51312.33,,,,2020,5,6
3647,60,RFAD,,False,Selected,2020-08-01,2020-08-14,2020.0,US,USD,H,-81732.0,,,,2020,7,4
3648,60,RFAD,,False,Selected,2020-06-01,2020-06-12,2020.0,US,USD,H,-187000.0,,,,2020,5,2
3649,60,RFAD,,False,Selected,2021-01-01,2021-01-14,2021.0,US,USD,H,-52071.0,,,,2020,12,4
3650,60,RFAD,,False,Selected,2020-10-01,2020-10-14,2020.0,US,USD,H,-864.31,,,,2020,9,14
3651,60,RFAD,,False,Selected,2020-06-01,2020-06-12,2020.0,US,USD,S,181460.0,,,,2020,6,2
3652,60,RFAD,,False,Selected,2020-09-01,2020-09-14,2020.0,US,USD,H,-154209.55,,,,2020,8,2
3653,60,RFAD,,False,Selected,2020-03-01,2020-03-16,2020.0,US,USD,S,444418.06,,,,2020,3,6
3654,60,RFAD,,False,Selected,2020-01-01,2019-12-23,2020.0,US,USD,S,36162.0,,,,2020,1,14
3655,60,RFAD,,False,Selected,2020-01-01,2019-12-23,2020.0,US,USD,S,54465.3,,,,2020,1,4
3656,60,RFAD,,False,Selected,2020-03-01,2020-03-16,2020.0,US,USD,H,-48316.82,,,,2020,2,10
3657,60,RFAD,,False,Selected,2020-09-01,2020-09-14,2020.0,US,USD,H,-155011.85,,,,2020,8,8
3658,60,RFAD,,False,Selected,2020-11-01,2020-11-16,2020.0,US,USD,H,-187517.73,,,,2020,11,2
3659,60,RFAD,,False,Selected,2020-03-01,2020-03-16,2020.0,US,USD,H,-50773.09,,,,2020,2,6
3660,60,RFAD,,False,Selected,2020-09-01,2020-09-14,2020.0,US,USD,S,163098.87,,,,2020,9,6
3661,40,RFBU,,False,Not Selected,,,,US,USD,S,222251.84,,,,2020,1,37
3662,60,RFAD,,False,Selected,2020-11-01,2020-11-16,2020.0,US,USD,S,43287.0,,,,2020,11,2
3663,60,RFAD,,False,Selected,2020-03-01,2020-03-16,2020.0,US,USD,S,3005.62,,,,2020,3,2
3664,60,RFAD,,False,Selected,2020-08-01,2020-08-14,2020.0,US,USD,S,6555.0,,,,2020,8,2
3665,60,RFAD,,False,Selected,2020-09-01,2020-09-14,2020.0,US,USD,H,-40171.0,,,,2020,8,2
3666,60,RFAD,,False,Selected,2020-03-01,2020-03-16,2020.0,US,USD,S,12038.41,,,,2020,3,8
3667,60,RFAD,,False,Selected,2020-04-01,2020-04-14,2020.0,US,USD,S,6101.0,,,,2020,4,6
3668,60,RFAD,,False,Selected,2020-07-01,2020-07-14,2020.0,US,USD,S,3261.37,,,,2020,7,2
3669,60,RFBU,,False,Not Selected,,,,US,USD,S,414083.23,,,,2020,4,2
3670,60,RFAD,,False,Selected,2020-11-01,2020-11-16,2020.0,US,USD,S,12404.57,,,,2020,11,6
3671,60,RFAD,,False,Selected,2020-08-01,2020-08-14,2020.0,US,USD,H,-163910.17,,,,2020,7,4
3672,60,RFAD,,False,Selected,2020-09-05,2020-09-14,2020.0,US,USD,S,1734197.0,,,,2020,9,6
3673,60,RFBU,,False,Not Selected,,,,US,USD,H,-1516564.42,,,,2020,4,141
3674,60,RFAD,,False,Selected,2020-05-01,2020-05-14,2020.0,US,USD,H,-71926.0,,,,2020,4,4
3675,60,RFAD,,False,Selected,2020-04-01,2020-04-14,2020.0,US,USD,H,-3047.26,,,,2020,3,2
3676,60,RFAD,,False,Selected,2021-01-01,2021-01-14,2021.0,US,USD,H,-10784.61,,,,2020,12,8
3677,60,RFAD,,False,Selected,2020-03-01,2020-03-16,2020.0,US,USD,S,94131.77,,,,2020,3,4
3678,60,RFAD,,False,Selected,2020-09-01,2020-09-14,2020.0,US,USD,S,15109.97,,,,2020,9,6
3679,40,RFBU,,False,Not Selected,,,,US,USD,S,256391.0,,,,2020,4,15
3680,60,RFAD,,False,Selected,2020-12-01,2020-12-14,2020.0,US,USD,H,-8521.0,,,,2020,12,2
3681,60,RFAD,,False,Selected,2020-09-01,2020-09-14,2020.0,US,USD,S,40389.23,,,,2020,9,2
3682,60,RFAD,,False,Selected,2020-10-01,2020-10-14,2020.0,US,USD,H,-1275856.0,,,,2020,9,2
3683,60,RFAD,,False,Selected,2020-01-01,2020-01-14,2020.0,US,USD,S,966617.83,,,,2020,1,6
3684,60,RFAD,,False,Selected,2020-12-01,2020-12-14,2020.0,US,USD,H,-18189.01,,,,2020,11,2
3685,60,RFAD,,False,Selected,2020-04-01,2020-04-14,2020.0,US,USD,H,-71825.4,,,,2020,3,6
3686,60,RFAD,,False,Selected,2020-03-01,2020-03-16,2020.0,US,USD,H,-4389.38,,,,2020,2,2
3687,60,RFBU,,False,Not Selected,,,,US,USD,S,12883.7,,,,2020,2,2
3688,60,RFAD,,False,Selected,2020-07-01,2020-07-14,2020.0,US,USD,H,-1851.0,,,,2020,6,8
3689,60,RFAD,,False,Selected,2020-08-01,2020-08-14,2020.0,US,USD,S,6910.46,,,,2020,8,4
3690,60,RFAD,,False,Selected,2020-11-01,2020-11-16,2020.0,US,USD,H,-197392.0,,,,2020,10,4
3691,60,RFAD,,False,Selected,2020-09-01,2020-09-14,2020.0,US,USD,S,1005218.0,,,,2020,9,6
3692,60,RFAD,,False,Selected,2020-12-01,2020-12-14,2020.0,US,USD,S,27066.0,,,,2020,12,2
3693,60,RFAD,,False,Selected,2020-09-01,2020-09-14,2020.0,US,USD,H,-171480.75,,,,2020,8,2
3694,60,RFBU,,False,Not Selected,,,,US,USD,S,5038.88,,,,2020,2,5
3695,60,RFAD,,False,Selected,2020-12-01,2020-12-14,2020.0,US,USD,H,-256659.0,,,,2020,11,4
3696,60,RFAD,,False,Selected,2020-11-01,2020-11-16,2020.0,US,USD,S,83913.71,,,,2020,11,4
3697,60,RFAD,,False,Selected,2020-01-01,2019-12-23,2020.0,US,USD,S,49939.22,,,,2020,1,12
3698,60,RFAD,,False,Selected,2020-07-01,2020-07-14,2020.0,US,USD,H,-13777.0,,,,2020,6,6
3699,60,RFAD,,False,Selected,2020-12-01,2020-12-14,2020.0,US,USD,S,84567.03,,,,2020,12,4
3700,60,RFAD,,False,Selected,2020-08-01,2020-08-14,2020.0,US,USD,S,154330.13,,,,2020,8,6
3701,60,RFBU,,False,Not Selected,,,,US,USD,H,-23434.67,,,,2020,12,4
3702,60,RFAD,,False,Selected,2020-06-01,2020-06-12,2020.0,US,USD,S,164520.0,,,,2020,6,4
3703,60,RFAD,,False,Selected,2020-11-01,2020-11-16,2020.0,US,USD,S,9749.42,,,,2020,11,4
3704,60,RFAD,,False,Selected,2020-08-01,2020-08-14,2020.0,US,USD,S,40905.46,,,,2020,8,2
3705,60,RFAD,,False,Selected,2020-03-01,2020-03-16,2020.0,US,USD,S,49763.12,,,,2020,3,6
3706,60,RFAD,,False,Selected,2020-10-01,2020-10-14,2020.0,US,USD,S,42815.38,,,,2020,10,2
3707,60,RFAD,,False,Selected,2020-11-01,2020-11-16,2020.0,US,USD,H,-75942.8,,,,2020,10,8
3708,60,RFAD,,False,Selected,2020-03-01,2020-03-16,2020.0,US,USD,H,-59794.39,,,,2020,2,6
3709,60,RFAD,,False,Selected,2020-02-01,2020-02-14,2020.0,US,USD,S,21711.0,,,,2020,2,4
3710,60,RFAD,,False,Selected,2020-09-01,2020-09-14,2020.0,US,USD,S,159914.36,,,,2020,9,2
3711,60,RFBU,,False,Not Selected,,,,US,USD,H,-74971.03,,,,2021,7,24
3712,60,RFBU,,False,Not Selected,,,,US,USD,H,-7043.0,,,,2021,7,30
3713,60,RFBU,,False,Not Selected,,,,US,USD,H,-17127.88,,,,2021,2,14
3714,60,RFBU,,False,Not Selected,,,,US,USD,H,-7520.0,,,,2021,6,8
3715,60,RFBU,,False,Not Selected,,,,US,USD,H,-7060.0,,,,2021,7,16
3716,60,RFBU,,False,Not Selected,,,,US,USD,H,-6178.0,,,,2021,2,20
3717,60,RFBU,,False,Not Selected,,,,US,USD,H,-27995.0,,,,2021,1,26
3718,60,RFBU,,False,Not Selected,,,,US,USD,H,-12697.0,,,,2021,2,26
3719,60,RFBU,,False,Not Selected,,,,US,USD,H,-20468.0,,,,2021,1,18
3720,60,RFBU,,False,Not Selected,,,,US,USD,H,-18466.59,,,,2021,5,14
3721,60,RFBU,,False,Not Selected,,,,US,USD,H,-6437.56,,,,2021,5,20
3722,60,RFBU,,False,Not Selected,,,,US,USD,H,-4351.0,,,,2021,7,28
3723,60,RFBU,,False,Not Selected,,,,US,USD,H,-7332.0,,,,2021,3,8
3724,60,RFBU,,False,Not Selected,,,,US,USD,H,-182956.9,,,,2021,4,12
3725,60,RFBU,,False,Not Selected,,,,US,USD,H,-24720.07,,,,2021,7,10
3726,60,RFBU,,False,Not Selected,,,,US,USD,H,-7216.21,,,,2021,5,8
3727,60,RFBU,,False,Not Selected,,,,US,USD,H,-17949.0,,,,2021,4,14
3728,60,RFBU,,False,Not Selected,,,,US,USD,H,-183105.82,,,,2021,3,12
3729,60,RFBU,,False,Not Selected,,,,US,USD,H,-74919.0,,,,2021,5,17
3730,60,RFBU,,False,Not Selected,,,,US,USD,H,-184584.35,,,,2021,1,12
3731,60,RFBU,,False,Not Selected,,,,US,USD,H,-74233.0,,,,2021,2,17
3732,60,RFBU,,False,Not Selected,,,,US,USD,H,-7512.0,,,,2021,1,10
3733,60,RFBU,,False,Not Selected,,,,US,USD,H,-7466.0,,,,2021,2,10
3734,60,RFBU,,False,Not Selected,,,,US,USD,H,-12370.34,,,,2021,1,28
3735,60,RFBU,,False,Not Selected,,,,US,USD,H,-7410.32,,,,2021,4,10
3736,60,RFBU,,False,Not Selected,,,,US,USD,H,-117129.98,,,,2021,2,22
3737,60,RFBU,,False,Not Selected,,,,US,USD,H,-7199.0,,,,2021,3,10
3738,60,RFBU,,False,Not Selected,,,,US,USD,H,-7140.0,,,,2021,5,10
3739,60,RFBU,,False,Not Selected,,,,US,USD,H,-6294.25,,,,2021,3,20
3740,60,RFBU,,False,Not Selected,,,,US,USD,H,-22586.78,,,,2020,1,8
3741,60,RFBU,,False,Not Selected,,,,US,USD,H,-124225.0,,,,2020,7,20
3742,60,RFBU,,False,Not Selected,,,,US,USD,H,-2690.7,,,,2020,7,10
3743,60,RFBU,,False,Selected,2020-03-31,2020-03-27,2020.0,US,USD,S,82545.0,,,,2020,3,14
3744,60,RFBU,,False,Not Selected,,,,US,USD,H,-183865.41,,,,2020,3,8
3745,60,RFBU,,False,Not Selected,,,,US,USD,H,-6595.0,,,,2020,12,12
3746,60,RFBU,,False,Not Selected,,,,US,USD,S,102926.0,,,,2020,4,26
3747,60,RFBU,,False,Not Selected,,,,US,USD,H,-17070.05,,,,2020,6,18
3748,60,RFBU,,False,Not Selected,,,,US,USD,H,-126814.46,,,,2020,2,12
3749,60,RFBU,,False,Not Selected,,,,US,USD,H,-119584.4,,,,2020,8,18
3750,60,RFBU,,False,Not Selected,,,,US,USD,H,-122745.0,,,,2020,3,12
3751,60,RFBU,,False,Selected,2020-03-31,2020-03-27,2020.0,US,USD,S,36171.56,,,,2020,3,10
3752,60,RFBU,,False,Not Selected,,,,US,USD,H,-6774.76,,,,2020,10,12
3753,60,RFBU,,False,Not Selected,,,,US,USD,H,-127011.31,,,,2020,1,14
3754,60,RFBU,,False,Not Selected,,,,US,USD,H,-20758.75,,,,2020,12,18
3755,60,RFBU,,False,Not Selected,,,,US,USD,H,-44063.0,,,,2020,1,16
3756,60,RFBU,,False,Not Selected,,,,US,USD,S,19205.1,,,,2020,8,8
3757,60,RFBU,,False,Not Selected,,,,US,USD,S,217754.52,,,,2020,2,16
3758,60,RFBU,,False,Not Selected,,,,US,USD,H,-103319.73,,,,2020,5,8
3759,60,RFBU,,False,Not Selected,,,,US,USD,H,-4725.31,,,,2020,5,10
3760,60,RFBU,,False,Not Selected,,,,US,USD,H,-14260.0,,,,2020,4,14
3761,60,RFBU,,False,Not Selected,,,,US,USD,H,-126688.0,,,,2019,9,16
3762,60,RFBU,,False,Not Selected,,,,US,USD,H,-88976.75,,,,2019,9,14
3763,60,RFBU,,False,Not Selected,,,,US,USD,H,-89135.0,,,,2019,11,14
3764,60,RFBU,,False,Not Selected,,,,US,USD,H,-35974.13,,,,2020,2,10
3765,60,RFBU,,False,Not Selected,,,,US,USD,H,-84641.0,,,,2020,2,14
3766,60,RFBU,,False,Not Selected,,,,US,USD,S,9279.0,,,,2019,9,30
3767,60,RFBU,,False,Not Selected,,,,US,USD,H,-1906.0,,,,2019,9,28
3768,60,RFBU,,False,Not Selected,,,,US,USD,H,-85263.83,,,,2020,7,22
3769,60,RFBU,,False,Not Selected,,,,US,USD,H,-4075.84,,,,2021,7,12
3770,60,RFBU,,False,Not Selected,,,,US,USD,H,-7237.0,,,,2021,7,14
3771,60,RFBU,,False,Not Selected,,,,US,USD,H,-7133.4,,,,2021,4,8
3772,60,RFBU,,False,Not Selected,,,,US,USD,H,-5952.16,,,,2021,7,26
3773,60,RFBU,,False,Not Selected,,,,US,USD,H,-102611.46,,,,2021,2,16
3774,60,RFBU,,False,Not Selected,,,,US,USD,H,-5924.0,,,,2021,6,20
3775,60,RFBU,,False,Not Selected,,,,US,USD,H,-17232.3,,,,2021,3,14
3776,60,RFBU,,False,Not Selected,,,,US,USD,H,-177890.53,,,,2021,5,12
3777,60,RFBU,,False,Not Selected,,,,US,USD,H,-7467.2,,,,2021,6,10
3778,60,RFBU,,False,Not Selected,,,,US,USD,H,-104103.93,,,,2021,3,16
3779,60,RFBU,,False,Not Selected,,,,US,USD,H,-117292.0,,,,2020,9,14
3780,60,RFBU,,False,Not Selected,,,,US,USD,H,-6396.0,,,,2020,12,22
3781,60,RFBU,,False,Selected,2020-03-31,2020-03-27,2020.0,US,USD,H,-82320.96,,,,2020,3,14
3782,60,RFBU,,False,Not Selected,,,,US,USD,H,-120797.27,,,,2020,5,16
3783,60,RFBU,,False,Not Selected,,,,US,USD,H,-6661.26,,,,2020,9,12
3784,60,RFBU,,False,Not Selected,,,,US,USD,H,-2663.0,,,,2020,11,8
3785,60,RFBU,,False,Selected,2020-03-31,2020-03-27,2020.0,US,USD,H,-180959.0,,,,2020,3,8
3786,60,RFBU,,False,Not Selected,,,,US,USD,S,530743.0,,,,2020,4,24
3787,60,RFBU,,False,Selected,2020-03-31,2020-03-27,2020.0,US,USD,H,-127069.84,,,,2020,3,12
3788,60,RFBU,,False,Not Selected,,,,US,USD,H,-17805.83,,,,2020,8,22
3789,60,RFBU,,False,Not Selected,,,,US,USD,H,-120575.0,,,,2020,4,16
3790,60,RFBU,,False,Not Selected,,,,US,USD,S,103792.0,,,,2019,12,22
3791,60,RFBU,,False,Not Selected,,,,US,USD,H,-24197.0,,,,2019,9,12
3792,60,RFBU,,False,Not Selected,,,,US,USD,H,-60077.71,,,,2019,10,20
3793,60,RFBU,,False,Not Selected,,,,US,USD,H,-86967.81,,,,2019,9,26
3794,60,RFBU,,False,Not Selected,,,,US,USD,H,-41043.0,,,,2019,11,22
3795,60,RFBU,,False,Not Selected,,,,US,USD,S,101502.0,,,,2019,12,5
3796,60,RFBU,,False,Not Selected,,,,US,USD,H,-188946.0,,,,2021,6,12
3797,60,RFBU,,False,Not Selected,,,,US,USD,H,-7222.02,,,,2021,2,8
3798,60,RFBU,,False,Not Selected,,,,US,USD,H,-122771.0,,,,2021,1,24
3799,60,RFBU,,False,Not Selected,,,,US,USD,H,-76433.4,,,,2021,4,17
3800,60,RFBU,,False,Not Selected,,,,US,USD,H,-35740.0,,,,2020,1,12
3801,60,RFBU,,False,Not Selected,,,,US,USD,H,-20173.49,,,,2020,11,18
3802,60,RFBU,,False,Not Selected,,,,US,USD,H,-82255.38,,,,2020,4,18
3803,60,RFBU,,False,Not Selected,,,,US,USD,H,-176903.13,,,,2020,2,8
3804,60,RFBU,,False,Not Selected,,,,US,USD,H,-2600.91,,,,2020,8,10
3805,60,RFBU,,False,Not Selected,,,,US,USD,H,-5097.17,,,,2020,8,14
3806,60,RFBU,,False,Not Selected,,,,US,USD,H,-106513.0,,,,2020,6,8
3807,60,RFBU,,False,Selected,2020-03-31,2020-03-27,2020.0,US,USD,H,-35167.0,,,,2020,3,10
3808,60,RFBU,,False,Not Selected,,,,US,USD,H,-36312.0,,,,2020,3,10
3809,60,RFBU,,False,Not Selected,,,,US,USD,S,3358.45,,,,2020,8,12
3810,60,RFBU,,False,Not Selected,,,,US,USD,H,-6896.0,,,,2020,11,12
3811,60,RFBU,,False,Selected,2020-03-31,2020-03-27,2020.0,US,USD,S,127113.25,,,,2020,3,12
3812,60,RFBU,,False,Not Selected,,,,US,USD,H,-17834.17,,,,2020,9,18
3813,60,RFBU,,False,Not Selected,,,,US,USD,H,-43492.28,,,,2019,12,18
3814,60,RFBU,,False,Not Selected,,,,US,USD,H,-1786.95,,,,2019,8,22
3815,60,RFBU,,False,Not Selected,,,,US,USD,S,725031.32,,,,2019,10,26
3816,60,RFBU,,False,Not Selected,,,,US,USD,H,-41044.0,,,,2019,10,16
3817,60,RFBU,,False,Not Selected,,,,US,USD,H,-43989.27,,,,2019,11,20
3818,60,RFBU,,False,Not Selected,,,,US,USD,H,-14638.04,,,,2019,10,2
3819,60,RFBU,,False,Not Selected,,,,US,USD,H,-13670.0,,,,2019,9,2
3820,60,RFBU,,False,Not Selected,,,,US,USD,S,254079.0,,,,2019,12,24
3821,60,RFBU,,False,Not Selected,,,,US,USD,H,-22217.3,,,,2019,11,12
3822,60,RFBU,,False,Not Selected,,,,US,USD,H,-33643.0,,,,2019,11,16
3823,60,RFBU,,False,Not Selected,,,,US,USD,H,-79476.56,,,,2020,12,19
3824,60,RFBU,,False,Not Selected,,,,US,USD,H,-18259.0,,,,2020,11,14
3825,60,RFBU,,False,Not Selected,,,,US,USD,H,-118818.0,,,,2020,10,14
3826,60,RFBU,,False,Not Selected,,,,US,USD,S,130280.69,,,,2020,2,20
3827,60,RFBU,,False,Not Selected,,,,US,USD,H,-17437.65,,,,2020,7,24
3828,60,RFBU,,False,Not Selected,,,,US,USD,H,-79366.0,,,,2020,5,18
3829,60,RFBU,,False,Not Selected,,,,US,USD,S,617888.0,,,,2020,7,14
3830,60,RFBU,,False,Not Selected,,,,US,USD,S,233235.0,,,,2020,1,20
3831,60,RFBU,,False,Not Selected,,,,US,USD,S,12816.0,,,,2020,12,8
3832,60,RFBU,,False,Not Selected,,,,US,USD,H,-17401.4,,,,2020,12,14
3833,60,RFBU,,False,Not Selected,,,,US,USD,H,-4695.0,,,,2020,12,10
3834,60,RFBU,,False,Not Selected,,,,US,USD,H,-27808.0,,,,2020,4,12
3835,60,RFBU,,False,Not Selected,,,,US,USD,H,-74992.0,,,,2020,11,19
3836,60,RFBU,,False,Not Selected,,,,US,USD,H,-5049.49,,,,2020,9,10
3837,60,RFBU,,False,Not Selected,,,,US,USD,H,-2668.35,,,,2020,9,8
3838,60,RFBU,,False,Not Selected,,,,US,USD,H,-20529.0,,,,2020,7,8
3839,60,RFBU,,False,Not Selected,,,,US,USD,S,9959.29,,,,2019,12,1
